Judul,Label
pengaruh pola makan terhadap kesehatan mental peran nutrisi dalam kesejahteraan,0
membangun kembali budaya maritim indonesia melalui kebijakan kelautan indonesia dengan strategi pertahanan maritim indonesia perspektif pertahanan maritim,0
aplikasi ecommerce galeri lembaga adat melayu riau berbasis mobile menggunakan flutter menerapkan metode waterfall,1
perlindungan hak asasi manusia bagi perempuan kaum minoritas perspektif hukum internasional,0
peranan komunikasi tokoh masyarakat dalam meminimalisir kesenjangan sosial di kelurahan mampang kota depok jawa barat,0
pengaruh tahapan preprocessing terhadap model indobert dan indobertweet untuk mendeteksi emosi pada komentar akun berita instagram,1
tambang ilegal di kabupaten kutai kartanegara terkait dengan undangundang nomor 3 tahun 2020 tentang perubahan atas undangundang nomor 4,0
modul pembelajaran sma seni budaya seni rupa kelas xi karya seni rupa dua dimensi modifikasi,0
pengembangan model pembelajaran adaptif dengan implementasi learning analytics berdasarkan gaya belajar vark,1
perlindungan pengungsi dalam perspektif hukum internasional dan hukum islam studi terhadap kasus manusia perahu rohingya,0
pengaruh media massa terhadap persepsi dan tingkat kriminalitas analisis terhadap efek media dalam pembentukan opini publik,0
literature review peran artificial intelligence berdasarkan chatbot dalam meningkatkan promosi kesehatan,1
peran guru bimbingan konseling dalam mengatasi siswa kecanduan menonton pornografi di smk alwashliyah tebingtinggi,0
kecerdasan buatan dalam pengembangan sistem komputer yang biasanya memerlukan kecerdasan manusia,1
penyalahgunaan data pribadi pada pinjaman online di indonesia analisis perlindungan dan sanksi hukum,0
kekerasan seksual pada anak dalam perspektif hak asasi manusia,0
sistem rekomendasi untuk toko online kecil dan menengah,1
penerapan data mining untuk menganalisis data mahasiswa baru stiegk muara bulian,1
pengembangan karakter melalui ekstrakurikuler panahan di smpit ihsanul fikri kota magelang,0
perancangan sistem perhitungan kebutuhan kalori sebagai pendamping gaya hidup sehat,0
pengembangan sistem rekomendasi buku untuk meningkatkan minat baca dengan pendekatan hybrid filtering,1
implementasi teknologi blockchain untuk keamanan data internet of things,1
sistem peradilan pidana indonesia dan sekilas sistem peradilan pidana di beberapa negara,0
analisis sentimen pinjaman online di media sosial twitter menggunakan metode naive bayes,1
implementasi pendekatan deep learning dalam pembelajaran bahasa indonesia,1
negara dan polarisasi politik pelajaran dari pemilihan umum 1999,0
pengaruh selftalk terhadap kepercayaan diri pada atlet panahan remaja,0
penerapan pembelajaran steam untuk meningkatkan minat belajar dan kemampuan berpikir kritis siswa sd,0
pengembangan sistem prediksi waktu penyiraman optimal pada perkebunan pendekatan machine learning untuk peningkatan produktivitas pertanian,1
gaya bahasa komentator sepak bola dalam acara indonesia super league di stasiun televisi antv,0
linear regression dengan pembobotan atribut dengan metode pso untuk software defect prediction,1
pengembangan sistem teknologi internet of things yang perlu dikembangkan negara indonesia,1
penggunaan machine learning dalam pengenalan teks dari gambar,1
implementasi metode collaborative filtering untuk sistem rekomendasi penjualan pada toko mebel,1
desain sistem speech recognition penerjemah bahasa toraja menggunakan hidden markov model,1
analisis forensik digital pada bukti digital kejahatan siber menggunakan digital forensic research workshop model,1
teknologi web crawler sebagai alat pengembangan market segmentasi untuk mencapai keunggulan bersaing pada emarketplace,1
tinjauan sistematis peran jaringan syaraf tiruan dan deep learning dalam diagnosa demam berdarah dan tifus,1
penggunaan aplikasi edit video berbasis ai untuk proyek video news anchor pada mata kuliah speaking in professional context,1
pengaruh gaya kepemimpinan kepala sekolah terhadap kinerja guru di man 1 bukittinggi,0
pengembangan sistem informasi bank sampah untuk optimalisasi pengelolaan data,1
implementasi deep learning untuk mengidentifikasi umur manusia menggunakan convolutional neural network cnn,1
sistem pengenalan penyakit kulit berbasis computer vision dengan metode convolutional neural network cnn,1
pendeteksian penyakit pada daun cabai dengan menggunakan metode deep learning,1
analisis kredit macet pada kredit usaha rakyat kur pt bank rakyat indonesia persero tbk unit rungkut surabaya pada masa pandemi covid19,0
strategi pembelajaran jarak jauh siswa berkebutuhan khusus di sd inklusi era pandemi covid19,0
analisis aplikasi tiktok berdasarkan prinsip dan paradigma interaksi manusia dan komputer menggunakan evaluasi heuristic,1
strategi kepala sekolah untuk meningkatkan kesiapan kerja siswa dalam memasuki dunia industri di smks atthoat toroh,0
peran pendidikan agama islam dalam membentuk karakter bangsa,0
penggunaan metode speech processing untuk optimasi peforma aplikasi nlp dalam penerjemah bahasa minang dengan indonesia berbasis android,1
pemersatu lamongan analisis identitas kultural supporter sepakbola persela,0
analisis sistem manajemen transportasi darat berbasis web menggunakan metode swot pada balai pengelola transportasi darat sumatera selatan,1
aplikasi pengolah bahasa alami untuk operasi queri database,1
meditasi agama buddha sejahtera psikologis dengan mindfulness,0
analisis dampak kecerdasan buatan dalam peningkatan efisiensi pemasaran digital di industri ecommerce indonesia,1
mendorong perilaku konservasi lingkungan di komunitas pesisir pelajaran dari inisiatif berbasis masyarakat,0
ekstraksi informasi untuk rekonstruksi multidomain ontologi bahasa indonesia dengan pendekatan berbasis machine learning dan map reduce,1
ancaman deepfake buatan ai dan implikasinya terhadap keamanan data biometrik di indonesia,1
perancangan media praktikum sistem kelistrikan otomotif bagi smk budi utomo soroako,0
pemanfaatan teknologi web sematik dalam pencaran informasi berbasis elearning,1
faktorfaktor yang mempengaruhi financial wellbeing generasi z berpenghasilan di surabaya indonesia,0
implementasi reactjs pada pembuatan sistem informasi digital printing berbasis website,1
upaya membangun kesadaran keamanan siber pada konsumen ecommerce di indonesia,1
perlindungan hukum terhadap korban pelecehan seksual,0
strategi pengelolaan risiko dalam konstruksi gedung tahan gempa di daerah rawan bencana,0
persepsi perempuan tentang penyakit jantung koroner di puskesmas jenangan kecamatan jenangan kabupaten ponorogo,0
pengembangan aplikasi edukasi pengelolaan sampah untuk anak sekolah dasar berbasis mobile dengan teknologi machine learning,1
efektivitas undangundang ri no 35 tahun 2014 tentang perlindungan anak pasca peristiwa tindak kekerasan anak di sekolah,0
pengaruh kemiskinan dan pengangguran terhadap kriminalitas di indonesia di tahun 2019,0
sistem pengenalan bunga berbasis pengolahan citra dan pengklasifikasi jarak,1
kedudukan pemikiran ki hadjar dewantara dalam filsafat pendidikan,0
kajian yuridis terhadap bentuk putusan hakim dalam tindak pidana korupsi,0
efektivitas kerjasama penanggulangan peredaran narkoba ilegal merida initiative antara pemerintah meksiko dan amerika serikat 20072012,0
diaspora etnis tionghoa dan memori penderitaan tragedi mei 1998 dalam cerpen nyonya rumah abu karangan vika kurniawati,0
pengembangan strategi kontrol optimal pada pmsg wind turbine melalui sistem penyimpan energi berbasis algoritma swarm intelligence,1
sistem analisis sentimen pada ulasan produk menggunakan metode naive bayes,1
sistem monitoring suhu dan kelembaban berbasis internet of things iot pada ruang data center,1
pengembangan sistem penjadwalan kuliah menggunakan algoritma steepest ascent hill climbing,1
kewenangan tni angkatan laut dalam melakukan penyidikan tindak pidana illegal fishing studi di pangkalan tni al nias,0
penerapan hukuman mati bagi pelaku kejahatan korupsi dana bantuan sosial,0
eksplikasi susunan naratif oleh andrea hirata dalam novel buku besar peminum kopi analisis naratologi perspektif grard genette,0
kemiskinan sebagai salah satu penyebab timbulnya tindak kejahatan,0
penerapan codeigniter dalam pengembangan sistem pembelajaran dalam jaringan di smk 7 bandar lampung,1
investasi asing di ibu kota nusantara dalam perspektif konsep ekonomi konstitusi di indonesia,0
peran media massa dalam membentuk opini publik,0
deteksi realtime untuk bahasa isyarat indonesia dengan menggunakan metode deep learning long short term memory dan convolutional neural network,1
perbandingan algoritma kemiripan teks untuk perbaikan dan saran penulisan frasa dalam bahasa alami,1
kebiasaan berperilaku hidup sehat dan nilainilai pendidikan karakter,0
strategi pembelajaran bagi anak berkebutuhan khusus di slb,0
rancang bangun ecommerce berbasis single page application spa menggunakan reactjs,1
pengaruh pemanasan global terhadap lingkungan bumi,0
opini publik konsep pembentukan dan pengukuran,0
pengaruh dukungan sosial terhadap stres akademik siswa di smk 1 tana toraja,0
automatic speech recognition bahasa indonesia menggunakan unidirectional gated recurrent unit,1
tingginya kenaikan suhu akibat peningkatan emisi gas rumah kaca di indonesia,0
integrasi smote pada naive bayes dan logistic regression berbasis particle swarm optimization untuk prediksi cacat perangkat lunak,1
analisis deskripsi dan standarisasi peraturan desa majasari nomor 3 tahun 2012 tentang perlindungan tki asal desa majasari,0
persepsi mahasiswa tentang globalisasi sebagai tantangan untuk identitas nasional,0
tafsir saintifik tentang puasa ramadhan,0
taksonomi dan teknik penerjemahan istilah kedokteran,0
kombinasi mindfulness spiritual islam dan relaksasi spiritual untuk meningkatkan kesejahteraan psikologis lansia,0
pengaruh pacaran terhadap perilaku seks pranikah,0
perancangan line maze solving robot dengan algoritma short path finder,1
manajemen perpustakaan digital di era global pada perpustakaan kampus institut pemerintahan dalam negeri,1
implementasi peraturan menteri ketenagakerjaan nomer 5 tahun 2012 tentang sistem standarisasi kerja nasional,0
peran otomatisasi dan robotika dalam era digital trasformasi bisnis melalui otomatisasi dan robotika dalam era digital,1
deteksi kendaraan dengan metode yolo,1
profil antropometri dan somatotipe pada atlet bulutangkis,0
klasifikasi dan evaluasi performa model random forest untuk prediksi stroke,1
manfaat meditasi mindfullness untuk meningkatkan perhatian dan fokus anak disekolah minggu buddha,0
kajian etnografi tentang sunda wiwitan integrasi kepercayaan dan adat di kampung baduy,0
pengembangan website educandy sebagai alat evaluasi pada pembelajaran bahasa indonesia untuk siswa kelas v,1
implementasi data mining terhadap prestasi belajar mahasiswa berdasarkan pergaulan dan sosial ekonomi dengan algoritma kmeans clustering,1
persepsi mahasiswa terhadap penggunaan chatgpt peluang dan tantangan bagi pembelajaran bahasa indonesia sebagai mata kuliah wajib pada kurikulum,1
identifikasi serangga dekomposer di permukaan tanah hutan tropis dataran rendah studi kasus di arboretum dan komplek kampus unilak dengan luas 9 2 ha,0
hubungan kecerdasan emosional dengan minat belajar siswa pada mata pelajaran ips di kelas viii smp negeri 1 loksado kabupaten hulu sungai selatan,0
sistem prediksi cuaca yogyakarta dan malang mengunakan metode fuzzy studi kasus badan meteorologi klimatologi dan,1
kelas ibu hamil dalam rangka pencegahan stunting,0
pengaruh murrotal alquran terhadap nyeri dan status hemodinamika pada pasien penyakit jantung koroner,0
pengembangan konseptual framework untuk investigasi cyber fraud,1
aktivitas fisik dengan penyakit jantung koroner di indonesia,0
pedoman tantangan dan manfaat implementasi devops untuk pengembangan dan operasi perangkat lunak tinjauan literatur,1
kebijakan formulasi hukum pidana mati terhadap pelaku tindak pidana korupsi di indonesia,0
modifikasi faktor resiko individu untuk memperbaiki kognitif aging review sistematis dan metaanalisis,0
perspektif hukum ekonomi syariah dalam investasi saham syariah di bursa efek indonesia,0
pengetahuan mahasiswa fakultas kedokteran universitas pattimura tentang gaya belajar yang dimiliki berhubungan dengan prestasi akademiknya di tahun,0
analisis faktorfaktor yang mempengaruhi kesejahteraan masyarakat kota padang,0
museum tragedi mei 1998 di jakarta,0
studi ekosistem hutan mangrove sebagai ekowisata ecotourisme di desa reroroja kecamatan magepanda kabupaten sikka provinsi nusa tenggara timur,0
pengaruh harga minyak mentah dunia terhadap harga emas dengan inflasi sebagai variabel moderasi,0
kecerdasan buatan dalam konteks kurikulum merdeka pada jenjang pendidikan dasar dan menengah membangun keterampilan menuju indonesia emas 2045,1
analisis sentimen pada teks diskusi kelas pendekatan pengolahan bahasa alami,1
peran trait mindfulness terhadap kesejahteraan psikologis pada lansia,0
pengaruh efikasi diri terhadap resiliensi diri pada guru sekolah dasar swasta di jakarta timur,0
masalah penggunaan ciptaan sebagai data masukan dalam pengembangan artificial intelligence di indonesia,1
efektivitas pemberian media edukasi gizi yang menarik dan inovatif terhadap pencegahan anemia kepada remaja putri literature review,0
sistem deteksi bahasa isyarat indonesia bisindo menggunakan algoritma you only look once yolo v8,1
implementasi algoritma faster regionbased convolutional neural network rcnn untuk pengenalan sistem isyarat bahasa indonesia sibi,1
analisis data mining data netflix menggunakan aplikasi rapid miner,1
kajian terhadap ruang tata panggung teater tradisional,0
pembinaan klub olahraga bulutangkis sebuah kajian dari perspektif teori,0
pengenalan teks bahasa indonesia pada citra tulisan tangan berbasis transformer,1
filsafat pendidikan menurut perspektif jawa studi pemikiran ki hajar dewantara,0
pencegahan diabetes melitus di palembang,0
ketidakpatuhan australia terhadap antarctic treaty dengan penempatan militer di antartika,0
mengenal flowchart dan pseudocode dalam algoritma dan pemrograman,1
kritik sosial dalam puisi esai kudengar kota itu terpelajar jarik simbok karya ana ratri wahyuni dan implikasinya terhadap,0
kritik sosial dalam puisi berikan aku keadilan karya fitri nganthi wani dan relevansinya dalam pembelajaran sastra,0
pelatihan platform low code outsystems untuk developer dan tester di pt neuronworks indonesia,1
strategi pencegahan kebakaran hutan dan lahan di kesatuan pengelolaan hutan kubu raya ketapang selatan dan ketapang utara di provinsi kalimatan barat,0
kesejahteraan psikologis pada remaja panti asuhan ditinjau dari internal locus of control dan spiritualitas,0
skema catatan kesehatan menggunakan teknologi blockchain dalam pendidikan,1
pemanfaatan teknik data mining untuk diagnosis penyakit tuberculosis tbc,1
evaluasi kualitas software menggunakan iso 19264,1
pelatihan pembuatan eco enzyme bersama komunitas eco enzyme lambung mangkurat kalimantan selatan,0
optimasi algoritma klasifikasi c4 5 berbasis particle swarm optimization untuk prediksi penyakit jantung,1
sistem pakar mendiagnosa kelainan orientasi seksual pada orang dewasa menggunakan metode case based reasoning cbr,0
moralitas dalam perspektif agama dan sosiologi studi perbandingan pemikiran murtadha muthahhari dan emile durkheim,0
pengelolaan dana bantuan operasional sekolah bos pada sekolah dasar,0
aplikasi manajemen inventori berbasis mobile menggunakan flutter dan firebase realtime database,1
dampak globalisasi terhadap moralitas remaja di tengah revolusi digital,0
analisis penyebab kekalahan dari faktor kegagalan shooting on target manchester united vs paris saint germain di uefa champions league 2020,0
penggunaan istilah oleh komentator pertandingan final liga futsal indonesia 2019 kajian semantik,0
deteksi arah pergerakan kepala untuk navigasi pada kursi roda pintar menggunakan kombinasi metode berbasis yolov8n,1
analisis sentimen masyarakat media sosial twitter terhadap kinerja penjabat gubernur dki jakarta menggunakan model indobert,1
pelaksanaan perlindungan lahan pertanian pangan berkelanjutan berdasarkan regulasi rencana tata ruang,0
peran bahasa dalam interaksi manusia dan artificial intelligence pada terapi kesehatan mental,1
otonomi daerah di indonesia implementasi tantangan dan prospek di masa depan,0
penerapan library tensorflow cvzone dan numpy pada sistem deteksi bahasa isyarat secara real time,1
pengabdian kepada masyarakat melalui kuliah kerja nyata kkn di kelurahan besar kota medan,0
permasalahan kualitas air permukaan sebagai sumber kehidupan dalam menjaga kelestarian lingkungan,0
teks multilabel menggunakan algoritma machine learning comparison of feature extraction in multilabel text classification using machine learning,1
pengembangan sistem evaluasi pembelajaran online sivaline dengan fitur gamifikasi,1
pengaruh pemberian tepung rumput laut gracilaria verrucosa dalam ransum terhadap efisiensi penggunaan protein ayam broiler,0
sains data big data dan analisis prediktif sebuah landasan untuk kecerdasan keamanan siber,1
dampak urbanisasi terhadap perubahan penggunaan lahan sosialekonomi masyarakat pada daerah aliran sungai liliba di kelurahan tuak daun merah kota,0
studi representasi dan konstruksi gender dalam tokoh komik bergaya manga my premium girl,0
big data di perpustakaan dengan memanfaatkan data mining,1
prediksi cuaca kota jakarta menggunakan metode random forest,1
implementasi sistem persediaan barang berbasis web dengan metode devops pada pt heinz abc indonesia,1
analisis dampak pembangungan ibu kota nusantara ikn terhadap potensi pertumbuhan investasi domestik dan asing,0
seksualitas dan seks bebas remaja,0
pengenalan aktivitas manusia pada area tambak udang dengan convolutional neural network,1
implementasi optimasi nlp dan knn untuk user review aplikasi sampean cirebon,1
metode svm dan naive bayes untuk analisis sentimen chatgpt di twitter,1
perbandingan core ethical values di indonesia dan jepang berdasarkan falsafah negara dan pespektif sejarah,0
peran guru dalam membentuk karakter siswa sd,0
pemanfaatan teknik penambangan data pada perguruan tinggi,1
studi literasi pengembangan manajemen klub sepakbola di indonesia,0
analisis kecanduan game online terhadap kepribadian sosial anak,0
sistem informasi pemantauan kesehatan lansia di masa pandemi covid19 menggunakan rapid application development,1
pengaruh pola asuh orang tua terhadap perilaku prososial pada remaja,0
penyimpangan seks pedofilia,0
pendekatan level data untuk menangani ketidakseimbangan kelas pada prediksi cacat software,1
politik identitas dalam masyarakat multikulturalstudi kasus politik sosial di indonesia,0
systematic literature review pengembangan sistem intelijen untuk prediksi suhu,1
tindak pidana kekerasan seksual dan perlindungan hukum bagi korban kekerasan seksual di indonesia,0
analisis sentimen pro dan kontra masyarakat indonesia tentang vaksin covid19 pada media sosial twitter,1
hubungan antara spiritualitas dengan kesejahteraan psikologis pada anggota pkk cenderawasih i dusun ponjen kidul,0
eksistensi sosial mahasiswa di era instagram analisis pengaruh media sosial terhadap gaya hidup dan perilaku,0
sistem tanya jawab menggunakan metode deep graph convolutinalneural network dgcnn,1
studi skalabilitas pemrosesan paralel pada sistem terdistribusi,1
penerapan kecerdasan buatan dalam sistem informasi tinjauan literatur tentang aplikasi etika dan dampak sosial,1
efek rumah kaca pemicu pemanasan global dan upaya penanggulangannya,0
efektivitas penanggulangan tindak pidana child grooming di indonesia,0
pengembangan sistem otomatisasi dengan python meningkatkan efisiensi operasional,1
peran indonesia dalam meningkatkan daya saing produk kosmetik di pasar asean melalui ecommerce,0
implementasi algoritma mobilenetv2 berbasis cnn untuk sistem pengenalan bahasa isyarat sibi,1
analisis pengaruh chatbot dengan fitur pengenalan suara pada situs web perjalanan di kota batam,1
analisis data sosial media twitter menggunakan hadoop dan spark,1
pengaruh harga minyak dunia harga emas dan tingkat inflasi terhadap pertumbuhan ekonomi indonesia studi pada bank indonesia periode tahun 20032012,0
pengembangan sistem informasi sarana kesehatan untuk pemantauan perijinan di seksi perijinan sarana kesehatan dinas kesehatan kota semarang,1
analisis dan penerapan algoritma support vector machine svm dalam data mining untuk menunjang strategi promosi,1
pengaruh kedisiplinan siswa terhadap prestasi belajar matematika,0
aplikasi kamus bahasa jawa indonesia dengan algoritma raita berbasis android,1
pengaruh globalisasi dan hegemoni pada transformasi musik dol di kota bengkulu,0
pembelajaran literasi dan numerasi melalui deep learning pendekatan transformasional di sekolah dasar,1
implementasi paradigma interaksi manusia komputer pada di era society 50 systematic literature review,1
representasi budaya patriarki penyebab ketimpangan gender di ranah privat dalam film selesai,0
pendidikan anak perspektif islam dan barat studi analisis pendekatan filosofis dan ilmu pendidikan,0
gaya cinta love style mahasiswa,0
investasi saham syariah di bursa efek indonesia dalam perspektif hukum ekonomi syariah,0
kajian hukum penerapan ketentuan hukuman mati dalam undangundang tindak pidana korupsi,0
gaya belajar dan kreatifitas mahasiswa program studi manajemen pendidikan islam,0
convolutional neural network untuk metode klasifikasi multilabel pada motif batik,1
representasi hubungan spiritual seorang aktivis lingkungan darno dengan lingkungan alam dalam film dokumenter potret pilang,0
manfaat dan tantangan penggunaan artificial intelligences ai chat gpt terhadap proses pendidikan etika dan kompetensi mahasiswa di perguruan tinggi,1
sosialisasi dampak kegiatan kuliah kerja nyata di desa studi desa sirofi,0
penerapan pembelajaran mesin machine learning dan pembelajaran dalam deep learning berkinerja tinggi untuk mendukung sektor pertanian di indonesia,1
pengembangan sistem automasi deploying website absensi di kisel indonesia,1
penerapan teknik smote untuk mengatasi imbalance class dalam klasifikasi objektivitas berita online menggunakan algoritma knn,1
persepsi mahasiswa terhadap kualitas layanan pendidikan akademi manajemen informatika dan komputer indonesia amiki banda aceh,1
sistem deteksi pelanggaran pengendara motor dengan computer vision sesi pelanggaran pelindung kepala,1
mengelola stres kerja pada generasi z,0
pengaruh pola asuh orang tua terhadap perilaku sosial studi pada siswa kelas x smkn 5 surabaya,0
efektifitas edukasi gizi dengan ceramah dan media ebooklet terhadap pengetahuan dan sikap remaja obesitas,0
strategi peningkatan daya saing umkm pangan di palembang,0
politik hukum ekonomi dalam menyejahterakan guru honorer di sdn 067 nilem kecamatan lengkong kota bandung,0
efektivitas pengalaman magang terhadap kesiapan kerja studi kasus mahasiswa program studi perbankan syariah uin sumatera utara,0
efektivitas pengalaman magang terhadap kesiapan kerja studi kasus mahasiswa program studi perbankan syariah uin syahada padangsidimpuan,0
efek rumah kaca dalam perspektif global pemanasan global akibat efek rumah kaca,0
pemantauan kualitas udara kota tegal studi kasus kecamatan tegal selatan kecamatan tegal barat kecamatan tegal timur,0
kehidupan pada masa perang asiapasifik di jepang dalam film animasi kono sekai no katasumi ni karya sutradara sunao katabuchi,0
model pengembangan media pembelajaran adaptif di sekolah dasar,1
penerimaan informasi dampak penambangan pasir bagi kerusakan lingkungan hidup di kalangan penambang pasir ilegal di das jeneberang kabupaten gowa,0
filsafat pendidikan ki hajar dewantara sebagai landasan pendidikan vokasi di era kurikulum merdeka,0
hubungan status gizi dengan stunting pada balita,0
pengolahan gas co2 hasil samping industri amoniak melalui gasifikasi batubara yang telah dipirolisis dengan menambahkan ca oh 2,0
daya saing tembakau virginia lokal di pasar dalam negeri,0
membangun kecerdasan emosional siswa smk untuk menjawab tantangan industri modern,0
sistem monitoring kendaraan logistik secara realtime berbasis internet of things iot,1
pembentukan identitas orientasi seksual pada remaja gay,0
hubungan status gizi dengan perkembangan psikomotorik balita di wilayah kerja puskesmas lapai padang tahun 2014,0
peran komite olahraga nasional indonesia koni dalam mendukung prestasi atlet pada cabang olahraga atletik di kabupaten hulu sungai utara,0
sistem rekomendasi content based filtering menggunakan algoritma apriori,1
penerapan metode knn dan ekstraksi ciri glcm dalam klasifikasi citra ikan berformalin,1
representasi kearifan lokal jawara dalam novel kelomang the representation of the champions local wisdom in the kelomang novel,0
dinamika tari gandrung sebagai upaya pelestarian kesenian di era milenial,0
memahami perang siber dan peran badan intelijen negara dalam menangkal ancaman di siber,1
analisis kebutuhan buku ajar mata pelajaran bahasa indonesia kurikulum merdeka sekolah menengah kejuruan di kabupaten sambas,0
sejarah perkembangan bahasa indonesia,0
gangguan kepribadian narsistik dan implikasinya terhadap kesehatan mental,0
pengenalan entitas bernama otomatis untuk bahasa indonesia dengan pendekatan pembelajaran mesin,1
pemanfaatan digital twin dalam perlindungan hak kekayaan intelektual sebagai strategi dalam mengoptimalkan potensi ekonomi halal di indonesia,1
pengaruh aktivitas penambangan pasir terhadap kualitas air sungai lemo kelurahan nambo kota kendari,0
hubungan antara kecerdasan emosi dan efikasi diri dengan prestasi belajar,0
efektivitas program merdeka belajar kampus merdeka mbkm dalam meningkatkan kesiapan kerja mahasiswa jurusan pendidikan non formal untirta,0
peran guru dalam menumbuhkan karakter peduli lingkungan pada siswa di sekolah dasar,0
pengaruh tingkat kemiskinan terhadap tingkat tindak kriminalitas di indonesia tahun 2022,0
hubungan status gizi dengan perkembangan motorik kasar anak,0
kegiatan reboisasi hutan di gunung bawakaraeng kecamatan tinggimoncong kabupaten gowa sulawesi selatan,0
politik identitas dalam kontroversi isu di indonesia,0
pengaruh pertumbuhan ekonomi dan pertumbuhan angkatan kerja terhadap tingkat pengangguran di kota surabaya,0
representasi kesenjangan sosialekonomi masyarakat pesisir dengan perkotaan dalam novel gadis pantai karya pramodya ananta toer,0
peran lembaga swadaya masyarakat lsm solidaritas perempuan dalam advokasi kebijakan pengelolaan air di jakarta,0
analisis dampak negatif kecanduan game online terhadap minat belajar siswa di kelas tinggi sd negeri ujong tanjong,0
peran orang tua dalam pendidikan anak,0
strategi pertahanan laut dalam rangkaancaman keamanandi alur laut kepulauan indonesia ii,0
energi nuklir sebagai energi alternatif pada proses produksi hidrogen,0
penerapan kecerdasan buatan sebagai media pembelajaran bahasa arab di era society 50,1
pendeteksi lokasi kejadian covid19 menggunakan social media dengan kombinasi algoritma stemming bahasa indonesia,1
perubahan sosial masyarakat urban,0
penerapan tema arsitektur metafora pada perancangan museum peradaban prasejarah di surabaya,0
emotion recognition untuk mendukung kegiatan pembelajaran yang menyenangkan studi literatur,1
studi kepustakaan pengenalan 4 algoritma pada pembelajaran deep learning beserta implikasinya,1
analisis pembentukan pola graf pada kalimat bahasa indonesia menggunakan metode knowledge graph,1
manajemen konflik analisis konflik tanah di desa surokonto wetan revised,0
dampak deforestasi terhadap keanekaragaman hayati dan ekosistem,0
pengaruh haji no bunka terhadap penurunan populasi penduduk di jepang,0
pengaruh alat permainan edukatif puzzle terhadap perkembangan kognitif anak usia 56 tahun di desa linawan kecamatan pinolosian kabupaten bolaang,0
pengembangan sistem deteksi objek pada produk retail dengan arsitektur yolov4tiny,1
signifikansi organisasi internasional g20 dengan pembentukan kebijakan luar negeri indonesia pada era jokowi dan prabowo,0
algoritma nave bayes untuk mengidentifikasi hoaks di media sosial,1
strategi pembelajaran pada anak berkebutuhan khusus dalam pendidikan inklusi,0
otonomi daerah dan pertumbuhan ekonomi di indonesia literature review,0
implementasi artificial intelligence ai di bidang pendidikan kejuruan pada era revolusi industri 40,1
problematika pencarian jati diri para muallaf di pesantren muallaf annaba center sawah baru ciputat,0
pengaruh keaktifan mahasiswa dalam organisasi terhadap prestasi belajar mahasiswa jurusan pendidikan ekonomi fe unesa angkatan 2015,0
pemanfaatan peta digital sebagai media periklanan dan info properti berbasis web di pt damai insan citra,1
implementasi data mining sebagai pengolahan data,1
pengaruh globalisasi terhadap nilai nasionalisme generasi muda,0
penerapan metode transfer learning pada indobert untuk analisis sentimen teks bahasa jawa ngoko lugu,1
hubungan antara penggunaan smartphonedengan kualitas tidur pada siswa sman 1mataram di kota mataram dan sman 1gunungsari di kabupaten lombok,0
analisis kecerdasan buatan dalam membantu pemimpin proyek berkomunikasi dengan tim pengembang pada era society 50,1
pemanfaatan ai artificial intelligence dalam pengenalan kebinekaan indonesia di sekolah,1
pengabdian kepada masyarakat melalui kuliah kerja nyata kkn di desa srimukti kabupaten bekasi,0
pencegahan stunting melalui intervensi gizi spesifik pemberian nugget ikan kelor dan telur di desa torobulu kabupaten konawe selatan,0
seni tradisional di era digital dan upaya sanggar sawo kecik dalam melestarikan tari topeng cirebon dengan pendekatan semiotik,0
analisis teks bahasa indonesia dan inggris dari sebuah citra menggunakan pengolahan citra digital,1
pengelompokan provinsi di indonesia berdasarkan tingkat pengangguran tahun 2023 menggunakan kmedoids pengelompokan provinsi di indonesia,0
pengaruh aktifitas warga di sempadan sungai terhadap kualitas air sungai winongo,0
analisis optimasi algoritma klasifikasi naive bayes menggunakan genetic algorithm dan bagging,1
pengembangan sistem pembayaran untuk desa wisata tri eka buana dengan online payment,1
peran pustakawan ai artificial intelligent sebagai strategi promosi perpustakaan perguruan tinggi di era revolusi 40,1
perbandingan kinerja akurasi klasifikasi knn nb dan dt pada apk android,1
pengembangan sistem informasi manajemen klinik berbasis web studi kasus klinik ortho dental malang,1
implementasi artificial intelligence ai dalam pembentukan peraturan perundangundangan di indonesia,1
problematika awal waktu shubuh antara fiqih dan astronomi,0
pengaruh gaya hidup sehat untuk mengatasi turnover intentions yang terjadi di akuntan publik,0
dampak pandemi covid19 terhadap perilaku konsumsi pariwisata studi empiris pada wisatawan domestik indonesia,0
pembangkit entity relationship diagram dari spesifikasi kebutuhan menggunakan natural language processing untuk bahasa indonesia,1
gambaran aktivitas fisik pada lansia dengan hipertensi di posyandu lansia jalakan hargosari,0
pengembangan algoritma unsupervised learning technique pada big data analysis di media sosial sebagai media promosi online bagi masyarakat,1
pengaruh inflasi kurs bi rate dan harga emas dunia terhadap jakarta islamic index jii periode 20202022,0
kemampuan teknik dasar sepakbola,0
kamus sistem isyarat bahasa indonesia kasibi dengan voice recognition sebagai pendukung belajar bahasa isyarat berbasis android,0
prediksi fluktuasi nilai tukar rupiah terhadap dolar dengan kombinasi model machine learning dan analisis sentimen berita finansial berbahasa indonesia,1
tinjauan yuridis terhadap penggunaan teknologi deepfake untuk pornografi melalui artificial intelligence ai di indonesia,1
sistem informasi pengolahan data administrasi kependudukan pada kantor desa pucung karawang,1
